Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSizeScaleFactor	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrixScaleFactor	migModel.t:h3n2_2deme.rateMatrix_backward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_backward_NewZealand_HongKong	migModel.t:h3n2_2deme.rateMatrix_forward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_forward_NewZealand_HongKong	clockRate.c:h3n2_2deme	gammaShape.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme.1	freqParameter.s:h3n2_2deme.2	freqParameter.s:h3n2_2deme.3	freqParameter.s:h3n2_2deme.4
3887000	-4611.49337547791	-4527.66905205531	-83.82432342259973	-4527.66905205531	6.930975407011191	40.102342192000876	21.577942212976716	18.524399979024153	6	9	33	26	1	1.0	0.9954407990967656	0.7096911919809665	1.0	0.4780093348764873	0.3421535233581254	0.24393549275139856	0.6704747073962916	0.003901245462974227	0.2096651195772772	7.4817066719308105	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3888000	-4620.232043563582	-4537.746708048488	-82.48533551509406	-4537.746708048488	7.123910097985528	40.688087389555314	19.4578330409739	21.230254348581422	9	8	29	30	1	1.0	0.6874770183526493	0.8649455786832202	1.0	0.6520256642804337	0.28731143613861526	0.3614793655047625	0.5182437723438404	0.004006596984323943	0.2096651195772772	7.4817066719308105	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3889000	-4611.767887964118	-4535.787808992311	-75.98007897180776	-4535.787808992311	6.874574122397365	38.936773282422635	18.663003525950867	20.27376975647177	10	7	27	32	1	1.0	0.6950110230616222	0.7084137006545418	1.0	0.5546017281878866	0.287117303721937	0.2926541089314168	0.5441090624637336	0.004846471526216256	0.2096651195772772	7.4817066719308105	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3890000	-4608.851374421341	-4526.031996729709	-82.81937769163167	-4526.031996729709	6.786116123479349	38.86845383868062	21.489182148823772	17.37927168985685	11	9	28	31	1	1.0	0.7887086441370964	0.41079902411978664	1.0	0.5528068914480142	0.46026206760459415	0.23972757192002672	1.061354940552318	0.004296685690495831	0.2096651195772772	7.4817066719308105	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3891000	-4616.824835089175	-4535.191588773716	-81.63324631545923	-4535.191588773716	6.767038341378461	37.76116784029043	19.41497786579886	18.346189974491562	10	8	28	31	1	1.0	0.782684565051422	0.754958425115638	1.0	0.5570616737471512	0.4317655575013083	0.41647051681535	0.5775199790065565	0.004082593551787367	0.23694906923161602	7.4817066719308105	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3892000	-4601.1470778822195	-4520.594683563777	-80.55239431844275	-4520.594683563777	6.821768203923024	38.549914068220296	20.473953351766273	18.075960716454027	7	8	30	29	0	1.0	0.7750138955640683	0.9580342732650325	1.0	0.5625751697087641	0.6381880739014397	0.7888968844120982	0.4551022713808373	0.0043212483831050795	0.23694906923161602	7.4817066719308105	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3893000	-4617.139518433073	-4529.4883193398855	-87.65119909318732	-4529.4883193398855	6.750458590250145	38.58181004718007	17.795210199886334	20.786599847293733	9	11	31	28	0	1.0	0.5862535297593706	1.530407382618791	1.0	0.2548456698164494	0.6346215302970479	1.6566714328083973	0.0976237929655882	0.004096979482572332	0.23694906923161602	8.645965902706532	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3894000	-4631.827631812421	-4536.266708226198	-95.56092358622305	-4536.266708226198	6.950630808031761	39.5279446097415	18.534228679112935	20.99371593062856	14	13	29	30	1	1.0	0.6043051758111597	1.5288880676970675	1.0	0.766453247717974	0.7804555285604727	1.9745472862823679	0.3029467456770138	0.0048972703605952685	0.18038160120821833	8.645965902706532	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3895000	-4620.517291816127	-4528.787438600058	-91.72985321606967	-4528.787438600058	6.964138813605762	39.15799674573426	16.76001616143461	22.397980584299646	13	11	28	31	1	1.0	0.556265187525793	1.5346369713969423	1.0	0.763582037136115	0.750724501101491	2.071115720630014	0.2767782302886948	0.003722239851171828	0.18038160120821833	7.2903574992110585	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3896000	-4608.348995136118	-4523.824943031281	-84.52405210483741	-4523.824943031281	6.841489633092175	37.63519400149266	17.97583478609209	19.65935921540057	16	13	27	32	1	1.0	0.5724135706018338	1.1341215688710677	1.0	0.7637868959794736	0.7509259104399734	1.4878076191637186	0.3854983418944262	0.004538162946695037	0.3743388357078131	7.2903574992110585	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3897000	-4592.521842453997	-4519.262053615984	-73.25978883801288	-4519.262053615984	6.3770665377079325	34.26355492288787	17.222710321414016	17.040844601473854	10	10	29	30	0	1.0	0.5392727422875572	0.6809515368220211	1.0	0.7743799327970222	0.5513504231419857	0.6962022897233862	0.6132624237560861	0.004270833500599243	0.3743388357078131	6.545168369381786	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3898000	-4597.0285990789125	-4526.1976668170655	-70.83093226184701	-4526.1976668170655	6.340937180475631	34.020638428908086	18.878138036906904	15.142500392001185	11	13	31	28	0	1.0	0.7530121987991273	0.680656481411634	1.0	0.7747156160603227	0.6126030800949154	0.5537390465444048	0.8570700866371458	0.004903740569439834	0.3743388357078131	6.545168369381786	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3899000	-4589.106710814334	-4512.81671071103	-76.29000010330418	-4512.81671071103	6.298773592386032	34.99887626283175	17.236416994987874	17.76245926784388	11	11	29	30	0	1.0	0.632451004766659	0.7431974922716731	1.0	0.7734213147267005	0.6209196603818452	0.7296469307819707	0.6581710685159912	0.0050386884091090335	0.3743388357078131	6.545168369381786	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3900000	-4601.221690755735	-4520.756184137822	-80.46550661791295	-4520.756184137822	6.2368857461240825	35.030035872377404	16.900068528706456	18.12996734367094	14	14	30	29	1	1.0	0.5661620524699205	0.9392859580225104	1.0	0.7763885982770314	0.6233018609486594	1.0340832329617848	0.46797437836735384	0.004483081534894557	0.3743388357078131	6.545168369381786	0.3391624492353455	0.19836357201908028	0.22230571887898598	0.2401682598665883
3901000	-4598.179930779642	-4521.4504631786385	-76.72946760100375	-4521.4504631786385	6.281880087010391	35.7462153418123	18.18599509330147	17.560220248510834	6	8	32	27	1	1.0	0.9998599166007907	0.9427640374539953	1.0	0.5934413719791934	0.5095369125870779	0.4804403786637977	0.6293814964526896	0.004552942003525785	0.3743388357078131	6.752764804899449	0.3259912457763331	0.20533022252584596	0.21684168904411683	0.25183684265370415
3902000	-4612.6036139794705	-4525.388898629369	-87.21471535010184	-4525.388898629369	6.455362954971349	35.85401796827653	18.24771248242907	17.60630548584745	18	15	27	32	1	1.0	1.027757692026508	0.5945314669228186	1.0	0.919473883462322	0.42149075799838126	0.24382159393337346	1.5894808078654057	0.004790194758132728	0.3743388357078131	6.752764804899449	0.3259912457763331	0.20533022252584596	0.21684168904411683	0.25183684265370415
3903000	-4599.8447807055345	-4524.174226142418	-75.6705545631164	-4524.174226142418	6.500963943440462	36.439296875968424	21.297921233368626	15.141375642599812	13	11	28	31	1	1.0	1.3833031211642504	0.5958939421977267	1.0	0.7701638122608302	0.5569536322313287	0.2399223210400477	1.7878517129725375	0.00488751435330959	0.3743388357078131	6.752764804899449	0.3259912457763331	0.20533022252584596	0.21684168904411683	0.25183684265370415
3904000	-4621.750383195923	-4531.990431189507	-89.75995200641579	-4531.990431189507	6.417602351156023	36.308299754590344	20.353256530180982	15.955043224409366	13	13	30	29	1	1.0	1.2938350034973387	0.49102607944612575	1.0	0.34729677175924517	0.5436684258783562	0.20632876290724417	0.9151137560974264	0.004516519595806827	0.3743388357078131	6.752764804899449	0.33637032498333197	0.19495114331884705	0.21684168904411683	0.25183684265370415
3905000	-4600.064165879916	-4523.9510595872935	-76.11310629262285	-4523.9510595872935	6.667342086345368	37.23967085409308	24.652435097619232	12.587235756473843	5	8	33	26	1	1.0	1.2291151938517177	0.555937111119951	1.0	0.13689926624043458	0.5646037920358811	0.25537411191555476	0.3026690695720873	0.00419212171400287	0.30550233490068185	6.752764804899449	0.33637032498333197	0.19495114331884705	0.21684168904411683	0.25183684265370415
3906000	-4599.808264827014	-4525.537220662985	-74.27104416402858	-4525.537220662985	6.70549726034293	37.823937709327815	27.104757940757672	10.719179768570156	2	9	36	23	0	1.0	1.3993456447221553	0.4953557283736225	1.0	0.16293096288845696	0.523730947109872	0.1853960283193143	0.46026869227276324	0.004567868301479284	0.30550233490068185	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3907000	-4598.534951342254	-4526.935886400711	-71.59906494154352	-4526.935886400711	6.96810242968732	38.362245145867156	26.46909276789052	11.893152377976634	5	10	34	25	0	1.0	1.3741491912418473	0.35088945122300985	1.0	0.14861485425289953	0.6724504541035238	0.17171044623023143	0.5820037651925715	0.004128349835198899	0.14176411251948437	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3908000	-4586.449758966796	-4515.734173144849	-70.71558582194719	-4515.734173144849	7.089107014739124	36.905380878086305	26.685514985213928	10.219865892872388	4	12	37	22	0	1.0	1.178139898624303	0.3823685701753812	1.0	0.10512557491773808	0.6755295132147898	0.21924497623824224	0.3239090339449133	0.004220027666171567	0.23737564827288027	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3909000	-4585.333781122314	-4517.448368420062	-67.8854127022516	-4517.448368420062	6.886000134716938	38.15660191761143	28.73432213737406	9.422279780237385	0	8	37	22	0	1.0	1.5929415816134507	0.38193024268635883	1.0	0.1052462237277449	0.6763047939393672	0.1621536263857106	0.43895734703939676	0.004568909424642474	0.23737564827288027	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3910000	-4589.103962419148	-4526.122661044396	-62.98130137475172	-4526.122661044396	6.807442707013783	35.70344423215596	25.07178153267067	10.631662699485307	5	9	33	26	0	1.0	1.3132293947646934	0.26006441869462316	1.0	0.10468531205256955	0.6727004151648946	0.13321773265426867	0.5286222147481772	0.005046610807570558	0.23737564827288027	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3911000	-4588.05961900088	-4528.446315135722	-59.613303865157405	-4528.446315135722	6.760891128533734	35.79428050957084	27.015902214267033	8.778378295303797	3	9	35	24	0	1.0	1.3436675111614105	0.20179896303199935	1.0	0.10690616011631167	0.8892734247536356	0.13355569996039077	0.7118289010659073	0.004841037654024984	0.23737564827288027	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3912000	-4583.155903734948	-4533.911788947004	-49.244114787943296	-4533.911788947004	6.512446351386007	33.51208638484249	25.319087107062355	8.192999277780132	3	9	35	24	0	1.0	1.3334624776077602	0.20269112612935908	1.0	0.10643560310300003	0.7525460591800991	0.11438972656588978	0.7002175464199806	0.005532251388845746	0.23737564827288027	6.752764804899449	0.33637032498333197	0.21308976868783724	0.19870306367512663	0.25183684265370415
3913000	-4592.150342863087	-4530.821470775431	-61.32887208765532	-4530.821470775431	6.497058058684318	34.86150770463289	27.346270337284775	7.515237367348114	3	11	37	22	0	1.0	1.6126013599306532	0.20414931897296967	1.0	0.10567535743805749	1.523533884353764	0.19287370868671425	0.8347430497102603	0.005165470652067559	0.23737564827288027	6.752764804899449	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3914000	-4593.346399633862	-4524.37197212602	-68.97442750784225	-4524.37197212602	6.501142599704686	34.771990172138445	27.61600629761171	7.155983874526723	5	16	40	19	0	1.0	1.6138166854466536	0.2043031746514944	1.0	0.2523558474698333	2.205103707803412	0.27915790684450104	1.9933908418777904	0.005160852878403537	0.23737564827288027	6.752764804899449	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3915000	-4598.226794498315	-4531.695731345647	-66.53106315266838	-4531.695731345647	6.754875352469938	35.284891896687206	26.499124520419322	8.785767376267883	6	14	37	22	0	1.0	1.31733591745608	0.1681069966768012	1.0	0.2926225933043361	2.188347950809468	0.27925800611648244	2.2930767906113068	0.00516304269983651	0.28487317685334085	6.752764804899449	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3916000	-4584.071995541573	-4520.695356376398	-63.37663916517557	-4520.695356376398	6.765812480564382	36.0623409769946	29.05332897194406	7.009012005050539	5	14	38	21	0	1.0	1.3190490140769147	0.14878797428464247	1.0	0.29224255376795816	2.6216652573588464	0.2957223414232454	2.5908159195815696	0.004551730030155582	0.28487317685334085	6.752764804899449	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3917000	-4577.092153563319	-4520.435164700939	-56.65698886237945	-4520.435164700939	6.693341945126139	34.48991808244382	25.711909729779634	8.778008352664205	5	11	35	24	0	1.0	1.3159590506831114	0.2264645412737429	1.0	0.2929287596136384	1.0120877356635183	0.17417106152873194	1.7021748758141637	0.005093149317938816	0.28487317685334085	6.752764804899449	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3918000	-4583.258570522267	-4517.687621775251	-65.57094874701657	-4517.687621775251	6.783222751363577	35.779116970891586	25.32759139002621	10.45152558086538	8	11	33	26	1	1.0	1.6215466071403486	0.27765546097366445	1.0	0.41149727003601555	1.2476229248095019	0.2136289618712829	2.4032014343766375	0.004834973492607008	0.28487317685334085	6.752764804899449	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3919000	-4585.098942449023	-4517.48674580406	-67.61219664496261	-4517.48674580406	6.661137565499452	35.25365390214293	23.881301415664858	11.372352486478057	9	12	33	26	1	1.0	1.4051167175532728	0.36976953245561406	1.0	0.33509643227109637	1.5029813018492277	0.39552350799872144	1.2733596406650805	0.005172140181602653	0.28487317685334085	7.005613846648665	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3920000	-4595.223960097165	-4518.02004470072	-77.20391539644491	-4518.02004470072	6.622013597228406	37.01752968329615	26.272407922488483	10.745121760807656	6	13	36	23	0	1.0	1.422854923603992	0.4560381599442931	1.0	0.3309189089945632	0.9327313419492828	0.2989490199236281	1.0324785080136536	0.003847157640601759	0.28487317685334085	7.005613846648665	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3921000	-4592.256011719526	-4515.800100952636	-76.45591076689026	-4515.800100952636	6.504843039009167	36.247886791857226	24.387776593878304	11.860110197978923	11	16	34	25	0	1.0	1.4229753642441063	0.4730554917035597	1.0	0.330890900016877	0.9326523955650362	0.31005198590130717	0.9953369260780798	0.0044538205053982665	0.28487317685334085	7.005613846648665	0.3533701506318668	0.19608994303930247	0.19870306367512663	0.25183684265370415
3922000	-4602.990192608341	-4526.852130764428	-76.13806184391369	-4526.852130764428	6.90054648851119	38.13827971680875	27.5630377844331	10.575241932375661	7	12	34	25	0	1.0	1.4215997311090658	0.3968638737986143	1.0	0.3312110917531202	1.6907364971483667	0.47199800418330395	1.186425951220506	0.004190810130132496	0.21733614083603564	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3923000	-4599.577111168483	-4521.769913592401	-77.80719757608135	-4521.769913592401	7.391177999213504	38.80606421122135	29.2447297777159	9.561334433505444	9	15	35	24	0	1.0	1.2689537411328624	0.44739451091325305	1.0	0.4107296506868165	1.391889212858438	0.4907378208099967	1.1649604859239908	0.004197666436429038	0.21733614083603564	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3924000	-4594.198686454568	-4520.441005640657	-73.75768081391098	-4520.441005640657	7.200250445378101	38.40669155769263	27.55448457137463	10.852206986317999	9	14	34	25	0	1.0	1.9926036338116964	0.3812116946883986	1.0	0.27650483350007216	0.8321698631267347	0.15920521191879655	1.4452980946691543	0.0047741605386851125	0.24959511498454923	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3925000	-4600.836354983137	-4523.974918998712	-76.86143598442526	-4523.974918998712	7.304011057035863	39.58764788155276	30.232754818296698	9.354893063256057	7	14	36	23	0	1.0	2.000286541483829	0.23850836852469864	1.0	0.27544280510432867	1.4156129542520235	0.16879358490839927	2.3100427855288737	0.004164246208633988	0.24959511498454923	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3926000	-4590.185124732748	-4517.392581582749	-72.7925431499989	-4517.392581582749	7.239118758966673	39.23901233767582	30.434367951768948	8.804644385906885	5	12	36	23	0	1.0	1.7286868887384992	0.24736928704396025	1.0	0.16577976729328522	1.419950767076214	0.20319018509216094	1.158516134167832	0.004013288354636186	0.24959511498454923	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3927000	-4587.72809433821	-4520.936943741897	-66.79115059631285	-4520.936943741897	6.979463452869288	38.043296016998205	29.02373626108417	9.019559755914027	3	10	36	23	0	1.0	1.3358044806410587	0.3035045016279333	1.0	0.08271912609782844	0.9532546105518224	0.21658638647567335	0.36406899628675005	0.004579294147988486	0.24959511498454923	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3928000	-4586.277109869354	-4523.865924679206	-62.41118519014764	-4523.865924679206	7.080583488570938	38.31145893579601	29.896444024335235	8.415014911460768	4	9	34	25	0	1.0	2.113062169843279	0.21159537340494028	1.0	0.21726414825101312	0.788847007233148	0.07899264841187677	2.169672451456913	0.00459895679536607	0.24959511498454923	6.145371132556808	0.3465507784353886	0.20984421788504107	0.19258966564304886	0.25101533803652143
3929000	-4604.1616792443765	-4530.076248935868	-74.08543030850898	-4530.076248935868	7.296269114765941	38.861731133588705	28.707429871158773	10.154301262429918	5	11	35	24	0	1.0	1.9924667099988538	0.2501885154649563	1.0	0.05171414108535153	1.1633201285926131	0.14607488020879175	0.4118442621447165	0.004454160724859806	0.2562852214655888	10.176808105312826	0.32594705835598414	0.20259203383453372	0.20893042374082466	0.26253048406865753
3930000	-4600.391683842205	-4528.0827115479315	-72.3089722942733	-4528.0827115479315	6.872292579104816	38.69675583204814	30.993475291592116	7.70328054045602	5	13	37	22	0	1.0	1.9912453252175912	0.24100733844376968	1.0	0.15355060435653317	1.1640336828105717	0.14088703998459826	1.2686622950305717	0.004563226409296429	0.2562852214655888	10.176808105312826	0.32594705835598414	0.20259203383453372	0.20893042374082466	0.26253048406865753
3931000	-4602.883930707566	-4519.74183452607	-83.14209618149543	-4519.74183452607	7.030728573758823	40.38332609580748	30.88027085117689	9.503055244630584	6	15	38	21	0	1.0	2.00276413083849	0.37009540428308135	1.0	0.14447547852600987	1.7957110599026946	0.33183358961599196	0.7818262610910418	0.004354955117444352	0.2562852214655888	10.176808105312826	0.32594705835598414	0.20259203383453372	0.20893042374082466	0.26253048406865753
3932000	-4611.183252844113	-4531.9547237347615	-79.22852910935111	-4531.9547237347615	7.169171773335655	41.5204486081553	33.160154934874825	8.360293673280482	7	16	38	21	0	1.0	2.0090465280725756	0.3325028317300494	1.0	0.26123535818422244	1.7900957742244814	0.2962658682517748	1.5784346456210248	0.0034278644323414886	0.13185542833605374	10.176808105312826	0.32594705835598414	0.20259203383453372	0.20893042374082466	0.26253048406865753
3933000	-4616.2440932857035	-4522.8810673252865	-93.36302596041695	-4522.8810673252865	7.311722730835178	41.75918878505193	30.196523808026697	11.562664977025229	11	18	36	23	0	1.0	1.5371039336830679	0.44112728663345974	1.0	0.26103488107756134	1.788722019829375	0.5133381509591186	0.9095736189772516	0.0038496526293097834	0.35026771109666976	10.176808105312826	0.32594705835598414	0.20259203383453372	0.20893042374082466	0.26253048406865753
3934000	-4619.423469990545	-4521.657787227311	-97.76568276323405	-4521.657787227311	7.3034167101715335	42.79588728711499	28.812209152812883	13.983678134302096	15	19	33	26	0	1.0	1.5331559164306887	0.43999426101303146	1.0	0.34879327923269604	1.849175463890119	0.5306874421565363	1.2153669423679851	0.004043529548584989	0.35026771109666976	10.176808105312826	0.32594705835598414	0.20259203383453372	0.20893042374082466	0.26253048406865753
3935000	-4618.204245234614	-4520.398766229054	-97.80547900556	-4520.398766229054	7.107969157841044	42.62914875047244	29.59549297165015	13.033655778822293	12	17	34	25	0	1.0	1.7030093301103173	0.4386407283040068	1.0	0.3498695657735168	1.8548815447749893	0.4777581527783277	1.3583579827110683	0.004104429520294153	0.304235599752231	9.419761665824884	0.3259289126170565	0.19077338816054115	0.2157899351075093	0.267507764114893
3936000	-4610.943706413011	-4520.593344431093	-90.35036198191798	-4520.593344431093	7.024584724887218	40.967222634694394	31.636376812964198	9.33084582173021	11	20	38	21	0	1.0	2.0548316086735783	0.44505895534427403	1.0	0.47093441506792844	1.828132165295683	0.39595779444086393	2.1742982813259597	0.003890841976410501	0.304235599752231	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3937000	-4614.980259614808	-4525.17009896377	-89.81016065103837	-4525.17009896377	6.974483387260625	40.39359610546691	28.098028612299792	12.29556749316713	9	16	36	23	0	1.0	1.4908670134986757	0.44727980437814935	1.0	0.2992377084631884	1.8190550607330527	0.5457405552279229	0.9974150953740116	0.003968636531236349	0.304235599752231	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3938000	-4611.51095303793	-4524.551153392359	-86.95979964557165	-4524.551153392359	6.856437616341412	39.84971593940196	29.29017933979187	10.55953659961008	9	15	35	24	0	1.0	2.1786251821313414	0.44619612832260225	1.0	0.14864571229163737	1.8234729977968476	0.37345872910630473	0.7257868714187294	0.004676161258329979	0.304235599752231	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3939000	-4609.33338935928	-4532.545945085853	-76.7874442734265	-4532.545945085853	7.1214276141264055	40.21054738990646	30.57336116562248	9.637186224283983	10	15	35	24	1	1.0	1.6945240045163512	0.22267538112994475	1.0	0.25079989254781493	1.2392570140806094	0.1628492881734767	1.9085470342336062	0.004436071483489499	0.304235599752231	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3940000	-4612.263855294598	-4536.616961199721	-75.6468940948768	-4536.616961199721	7.075308207711836	40.32265205050587	30.391248941752142	9.931403108753745	2	9	36	23	0	1.0	1.6502488210504418	0.403411879361062	1.0	0.2506753227611285	1.2386414875732998	0.3027923328789053	1.0254449038738946	0.00415997147787323	0.27867557791954073	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3941000	-4604.158225024842	-4530.490525770179	-73.6676992546624	-4530.490525770179	7.238375598984475	41.03196733362617	31.055478905728883	9.976488427897289	4	10	35	24	0	1.0	1.6471056257029515	0.3727702827431057	1.0	0.12350787651962775	1.3624824295521407	0.3083548210697821	0.5457262224261001	0.004231393976662851	0.27867557791954073	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3942000	-4608.963264199428	-4523.806759754892	-85.15650444453598	-4523.806759754892	7.140068925180693	41.897758252773215	28.95487598899225	12.942882263780962	7	13	35	24	0	1.0	1.6320443197206727	0.4244177365778653	1.0	0.23397210886444875	1.1097704565373534	0.2885989428063947	0.8997099280633721	0.004075876673737528	0.27867557791954073	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3943000	-4602.982753709746	-4523.94567682079	-79.03707688895626	-4523.94567682079	7.200284028171768	41.740344987384944	28.322685511966966	13.417659475417974	6	10	33	26	0	1.0	1.7167936556266252	0.42515875824683125	1.0	0.23356431201388597	1.1078362050608848	0.2743522867415605	0.9431341146533363	0.004000347262195002	0.27867557791954073	9.419761665824884	0.3259289126170565	0.20425060941384038	0.2157899351075093	0.25403054286159377
3944000	-4605.464933244952	-4519.029211225003	-86.4357220199491	-4519.029211225003	7.001795452525118	42.18734583104442	29.413489946208948	12.773855884835479	4	12	37	22	0	1.0	1.2935292745092801	0.4250355184089362	1.0	0.17343268517213756	1.108157424225902	0.36412493676515445	0.5278153135688501	0.003820473214783918	0.27867557791954073	8.496811658469678	0.33873172863895606	0.19708700061506218	0.20973585749973578	0.254445413246246
3945000	-4605.6992911082325	-4530.236213238774	-75.46307786945846	-4530.236213238774	7.084470543915546	41.11017607348453	30.64457286256404	10.465603210920492	2	9	36	23	0	1.0	2.025852734106433	0.3767054568355025	1.0	0.19067959313783076	1.0081283428492736	0.18746054022004824	1.0254398179988642	0.004142856187889686	0.17955709478629023	8.496811658469678	0.33873172863895606	0.19708700061506218	0.20973585749973578	0.254445413246246
3946000	-4613.79471372207	-4531.554387386986	-82.24032633508418	-4531.554387386986	7.050138350989058	41.6635788379528	30.63566071091837	11.027918127034432	4	11	36	23	0	1.0	1.9974308337657247	0.37142043054917573	1.0	0.1933928166955912	0.9909654455199497	0.18426911521159844	1.040031035787172	0.004010740771871546	0.17955709478629023	8.496811658469678	0.33873172863895606	0.19708700061506218	0.20973585749973578	0.254445413246246
3947000	-4610.963692896826	-4536.127226719217	-74.83646617760851	-4536.127226719217	6.969993401847339	40.06796333379541	29.464298032117167	10.603665301678248	5	11	35	24	0	1.0	1.7895956967986486	0.3285211114958106	1.0	0.1863293884847196	1.2719058507879037	0.2334873315611687	1.015016265776972	0.0037582498979412036	0.17955709478629023	8.496811658469678	0.33873172863895606	0.19708700061506218	0.20973585749973578	0.254445413246246
3948000	-4603.709827809589	-4535.830764945438	-67.87906286415104	-4535.830764945438	6.697617784104364	38.251269152100754	29.27283381050387	8.978435341596896	1	8	36	23	0	1.0	1.7631669725972463	0.32366951631954116	1.0	0.18912234462297153	1.290970890834058	0.2369871545423476	1.0302306983094964	0.0043428080783090685	0.20268840647432196	8.496811658469678	0.33873172863895606	0.19708700061506218	0.20973585749973578	0.254445413246246
3949000	-4610.48921247611	-4537.923583254033	-72.5656292220773	-4537.923583254033	6.903046549612407	38.94500819787131	30.477954077502183	8.467054120369113	3	10	36	23	0	1.0	2.099177419656641	0.36783215338045455	1.0	0.151291259810241	1.2952239003680723	0.2269579464417769	0.863402487972765	0.004596370295875837	0.3824696829411496	9.317803187699079	0.33873172863895606	0.19708700061506218	0.20973585749973578	0.254445413246246
3950000	-4611.8371244028485	-4536.300484960504	-75.53663944234454	-4536.300484960504	6.919158921286265	38.76559831442189	29.84789214825026	8.917706166171627	2	10	37	22	0	1.0	1.3206322297718591	0.40242057779228363	1.0	0.15118553184692587	1.3397432491943928	0.40824405181089374	0.496148798174303	0.0046467643854096454	0.4555146920635389	8.66075689051989	0.33425478129601394	0.20450539599603845	0.20616073246382807	0.2550790902441195
3951000	-4609.753697470112	-4539.532287196251	-70.2214102738606	-4539.532287196251	6.829267483930076	36.42620433889059	25.09369065445196	11.33251368443863	4	10	35	24	0	1.0	1.3295729398161404	0.4986496708151049	1.0	0.10655239097076727	0.7589616054541379	0.28464474824024627	0.2841056236452857	0.004504179286598787	0.3537192593193057	8.66075689051989	0.34576215249657766	0.20450539599603845	0.20616073246382807	0.2435717190435558
