Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSizeScaleFactor	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrixScaleFactor	migModel.t:h3n2_2deme.rateMatrix_backward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_backward_NewZealand_HongKong	migModel.t:h3n2_2deme.rateMatrix_forward_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_forward_NewZealand_HongKong	clockRate.c:h3n2_2deme	gammaShape.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme.1	freqParameter.s:h3n2_2deme.2	freqParameter.s:h3n2_2deme.3	freqParameter.s:h3n2_2deme.4
2996000	-4582.163621175956	-4522.708902558139	-59.45471861781711	-4522.708902558139	6.939564141443951	35.566269129537105	28.281881924519702	7.2843872050174046	1	12	40	19	0	1.0	1.166238945545611	0.3024245992860832	1.0	0.014105107066026195	1.629790450036004	0.4226309931210808	0.05439347602781902	0.004921234256308421	0.2845269304541849	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
2997000	-4586.158241510791	-4528.735181237894	-57.42306027289802	-4528.735181237894	7.01258543812814	36.50018068857365	29.422777620416987	7.077403068156669	0	11	40	19	0	1.0	1.3844626176942747	0.30184761133224186	1.0	0.014132069269996664	1.6329058281991968	0.356014469060418	0.0648185404834659	0.003997648772707563	0.2845269304541849	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
2998000	-4587.6144454824735	-4524.537919858142	-63.076525624331474	-4524.537919858142	6.771868859701118	36.71719733651609	28.230728118742988	8.486469217773088	0	9	38	21	0	1.0	1.394768795959855	0.20731964906853398	1.0	0.009438653107782701	0.9300461613645717	0.13824287175778624	0.06349971596890429	0.004424516976445306	0.2845269304541849	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
2999000	-4583.654098968873	-4522.860059763284	-60.79403920558873	-4522.860059763284	7.263695480994228	38.23656823285569	28.26681203381993	9.969756199035768	0	8	37	22	0	1.0	1.7742063554281162	0.422225691751404	1.0	0.004736335780675779	0.8052545633848247	0.1916345097180596	0.019902239981323004	0.004172142266326136	0.2845269304541849	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
3000000	-4580.871509462808	-4520.063816745028	-60.80769271778004	-4520.063816745028	6.643581273339706	37.14550058023549	28.638812038973832	8.506688541261655	0	9	38	21	0	1.0	1.0890914848953073	0.41990784991284885	1.0	0.005331774979884236	0.5362191733883251	0.20674355029153613	0.013828726305485737	0.004613144867556641	0.2845269304541849	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
3001000	-4590.5292647549	-4525.774057336941	-64.75520741795971	-4525.774057336941	6.721216546207102	37.65877667938535	28.46625066154617	9.192526017839171	0	8	37	22	0	1.0	1.7485655729798089	0.461583736798254	1.0	0.0029857339211142512	1.0358027993482037	0.27342968093239295	0.011310518825363736	0.004220552311525751	0.21116594155411744	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
3002000	-4593.791587443333	-4520.113366058506	-73.67822138482698	-4520.113366058506	6.750241968648627	39.763851618956906	27.24299795999156	12.520853658965347	1	7	35	24	0	1.0	1.438570535866365	0.5705749855612541	1.0	0.011210702974538182	0.5853053624745302	0.23214753146720415	0.028265149005184856	0.004498278808927761	0.27113500711210503	6.11797310230157	0.3378874064965058	0.1933492701688482	0.21467486196253394	0.2540884613721121
3003000	-4605.70848049805	-4526.741019111096	-78.96746138695507	-4526.741019111096	6.882565310786361	40.34435046105925	28.722394902879017	11.62195555818024	1	7	35	24	0	1.0	2.1527419644929497	0.6089993457996643	1.0	0.03046776413077667	0.6843007696098743	0.19358507795929814	0.10770000799011065	0.004156751519966861	0.27113500711210503	6.565663904274667	0.3228137540577307	0.19871175292574011	0.22022776095634958	0.25824673206017956
3004000	-4591.427600165461	-4522.545112280078	-68.88248788538255	-4522.545112280078	6.926474702337766	38.3058047487999	25.716398649023883	12.589406099776014	1	6	34	25	0	1.0	1.846479582246376	0.7264153773005426	1.0	0.039683140821025524	0.3524361884911227	0.13865036434666836	0.10087081245131095	0.004562917897845805	0.21025018488436276	6.170184711887904	0.3283065870527214	0.20283810348260342	0.22634883925376814	0.24250647021090707
3005000	-4589.982128557292	-4522.070143494957	-67.91198506233435	-4522.070143494957	7.064681482228074	38.383820795289424	27.634259617440854	10.749561177848571	0	8	37	22	0	1.0	1.1192823370641756	0.7168428121354127	1.0	0.02618809262786708	0.5353489767362759	0.3428635057031586	0.040890232870515436	0.003955717801057048	0.21025018488436276	7.799175705782798	0.3283065870527214	0.20283810348260342	0.22634883925376814	0.24250647021090707
3006000	-4598.168753853654	-4522.662062619979	-75.50669123367513	-4522.662062619979	6.955057418278334	39.59795475094098	28.798211250304238	10.79974350063674	1	8	36	23	0	1.0	1.6429570477527438	0.7073359709129249	1.0	0.0536667185997075	0.6764916656932977	0.29124735173215754	0.12465379562042228	0.0042688485285292364	0.29686049898235595	7.799175705782798	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3007000	-4599.994462496028	-4520.524178104239	-79.4702843917891	-4520.524178104239	6.88353430426944	39.508602085000575	26.720391404482104	12.788210680518482	1	7	35	24	0	1.0	2.194619433585009	0.710349339425618	1.0	0.06808777280020613	0.6680514609148782	0.21623335084935627	0.21035670913367538	0.004446421605746368	0.29686049898235595	7.799175705782798	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3008000	-4583.700047877448	-4516.099151696138	-67.60089618131072	-4516.099151696138	6.8893372069746945	38.19474478427367	28.100972382518663	10.093772401754997	2	8	35	24	0	1.0	1.282066501852336	0.39551786312131587	1.0	0.07292951657271246	0.6512198197380836	0.2009014907985805	0.2364001702888457	0.003940932484899768	0.29686049898235595	7.799175705782798	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3009000	-4595.005679638026	-4529.193258379418	-65.81242125860778	-4529.193258379418	6.987788630729225	38.90035326255504	27.65220707866951	11.248146183885543	0	7	36	23	0	1.0	1.3751611286831216	0.34382808386200997	1.0	0.02125381188510288	0.46072750393125306	0.1151945408832975	0.08500590065954819	0.004476855922828326	0.13438368567944473	6.251267504450038	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3010000	-4585.957545729395	-4519.064919934128	-66.89262579526678	-4519.064919934128	6.989463295616782	37.867188053665096	28.527671590128417	9.339516463536683	0	8	37	22	0	1.0	1.7346204709137079	0.598430408431499	1.0	0.025861942532855873	0.46173091714574066	0.15929353190869958	0.07496386263637003	0.004486880533135129	0.17378093355758065	6.251267504450038	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3011000	-4581.088711906208	-4513.049742495671	-68.03896941053684	-4513.049742495671	6.946829917916126	38.20536681652815	27.403830910993936	10.801535905534216	0	7	36	23	0	1.0	0.9729882305226298	0.6050198751123026	1.0	0.025580271771892052	0.6714364963281659	0.41751011205562655	0.04113799296758858	0.004053697025266844	0.17378093355758065	6.251267504450038	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3012000	-4599.21229335312	-4534.279954974971	-64.93233837814898	-4534.279954974971	7.917267081974464	38.55809149870134	24.208222163094778	14.349869335606567	4	5	31	28	1	1.0	1.2386538161158462	0.8017485340596957	1.0	0.11596549555236971	0.40342797902769284	0.26112848204705136	0.1791597957483922	0.004059311234095774	0.17378093355758065	5.7568394538392855	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3013000	-4594.3461405688	-4525.262674029815	-69.08346653898533	-4525.262674029815	7.645184494173592	39.342635029406544	25.671018188887267	13.671616840519288	3	7	33	26	0	1.0	1.3057499970498438	0.6257178397650577	1.0	0.04169072213133828	0.4145021341380045	0.19863019761579817	0.08700033280246713	0.004328560772877547	0.17378093355758065	7.679452336962181	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3014000	-4600.909060109883	-4525.682192502602	-75.2268676072806	-4525.682192502602	7.427908029865408	39.191723996939615	25.60582851720154	13.585895479738067	3	8	34	25	0	1.0	1.325389097382838	0.44713490303790054	1.0	0.29206102410468593	0.7933044563077944	0.26763017128415467	0.8657219431738381	0.004386191187236532	0.24690447017592873	7.679452336962181	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3015000	-4585.168703230653	-4516.681470624014	-68.48723260663888	-4516.681470624014	7.031305198597883	37.63586480619607	24.693908633154443	12.941956173041637	2	7	34	25	0	1.0	1.3179120795549888	0.6152056902201513	1.0	0.10199489659459048	0.5858040766447256	0.2734552682965676	0.21849652630304914	0.0042193077581769356	0.24690447017592873	7.679452336962181	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3016000	-4599.572537467187	-4524.233461253705	-75.33907621348234	-4524.233461253705	6.867183387349878	38.32212381196244	26.245289768514073	12.076834043448361	3	9	35	24	0	1.0	1.3075836290697886	0.7548131904174831	1.0	0.10280054237953333	0.5606266251026774	0.3236262385968987	0.17808420412026138	0.004147575182729116	0.24690447017592873	7.679452336962181	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3017000	-4596.197903334651	-4519.535091903262	-76.66281143138856	-4519.535091903262	7.099149988126742	37.80190440488112	22.17187624784473	15.630028157036385	8	9	30	29	0	1.0	1.394385055899947	0.7412260303229301	1.0	0.274939404330252	0.584740191931268	0.31083569735746086	0.5172125384062849	0.003987420330890332	0.24690447017592873	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3018000	-4599.306458242375	-4519.957622474851	-79.34883576752394	-4519.957622474851	7.213277199024502	39.08863971600612	28.163815138534755	10.924824577471366	6	12	35	24	0	1.0	1.3951540813657315	0.445443846399824	1.0	0.27478785447185183	0.5844178762068124	0.1865925421137308	0.8606503373536967	0.004060513765160527	0.24690447017592873	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3019000	-4597.724913986858	-4523.060325633919	-74.6645883529388	-4523.060325633919	6.867524188142801	37.75114653310631	25.57253896760746	12.178607565498845	2	9	36	23	0	1.0	1.461595505883661	0.5595428687704246	1.0	0.1702162329542728	0.7015847255038096	0.26858780586943026	0.4446259527194271	0.004422538245953614	0.2914366343683094	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3020000	-4595.870896565118	-4518.72479263413	-77.1461039309881	-4518.72479263413	6.828403697856692	38.88762304622134	26.258445082926574	12.629177963294769	2	9	36	23	0	1.0	1.202192355607906	0.4497946842221834	1.0	0.05463903993971104	0.6963821400966121	0.2605481421850625	0.1460369329327794	0.004502844790481753	0.17431807412237796	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3021000	-4602.465988993895	-4524.6450623209685	-77.82092667292669	-4524.6450623209685	6.806066674502781	38.73604548362135	28.65682825479987	10.079217228821484	1	9	37	22	0	1.0	1.3282311118846457	0.6874561228685798	1.0	0.044058448377855296	0.7288174428784403	0.37721598980563464	0.08512514461671057	0.004293994553927436	0.2406469855833244	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3022000	-4598.042395232035	-4523.117929584974	-74.92446564706137	-4523.117929584974	6.899502131953847	38.63508792654527	25.94460740081017	12.690480525735099	1	9	37	22	0	1.0	1.1723325160153415	0.6905058652455023	1.0	0.11359633505771126	0.7267320928635292	0.4280464507544539	0.19286248530413308	0.004190917224065724	0.23692613988942884	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3023000	-4610.068466490287	-4529.130155597036	-80.9383108932518	-4529.130155597036	7.070311013615546	38.950285138440215	27.23974121409931	11.710543924340904	2	10	37	22	0	1.0	1.435984549002142	0.8955807700609085	1.0	0.1477369701755603	0.7313040972182555	0.45609257215931637	0.23688316406577897	0.003763784001687876	0.23692613988942884	6.765992297683232	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3024000	-4620.333267298737	-4542.594575053583	-77.73869224515427	-4542.594575053583	7.004241064052438	38.04376650634158	25.314624598412767	12.729141907928824	2	10	37	22	0	1.0	1.40786841975979	0.8780455781290069	1.0	0.09731401299791052	0.635687777505207	0.3964595229746943	0.15603441223608375	0.0043662402591302715	0.23692613988942884	7.78944759669378	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3025000	-4605.863501538502	-4528.28644336002	-77.57705817848176	-4528.28644336002	7.356573487963059	39.63014670457502	27.591209540466018	12.038937164109008	2	11	38	21	0	1.0	1.389922062034739	0.6511672558203567	1.0	0.045729645409737216	0.5446833675936847	0.2551797568043104	0.0976103182030308	0.004252985226702076	0.23692613988942884	6.562830002737877	0.34123185112462723	0.20283810348260342	0.21342357518186234	0.24250647021090707
3026000	-4602.071856862253	-4533.628758775792	-68.44309808646064	-4533.628758775792	7.103896100889807	37.815231530416895	28.152139461634725	9.663092068782177	1	10	38	21	0	1.0	1.4236065810786973	0.3827603523703862	1.0	0.009583229699279248	0.7205094744945448	0.19372097882180866	0.035643056506231514	0.0042265538701928155	0.23692613988942884	6.562830002737877	0.35389138426112465	0.20283810348260342	0.21342357518186234	0.22984693707440967
3027000	-4592.751595707395	-4525.852726859711	-66.89886884768389	-4525.852726859711	7.161321139579896	38.34588663073299	29.393384804152063	8.952501826580914	0	11	40	19	0	1.0	1.2758509993652207	0.6275034779235955	1.0	0.01694033731781261	0.8336473928568593	0.41001389554100404	0.03444338885265396	0.004334641665837396	0.22753291199409095	6.8072735264566235	0.3362862638231267	0.20402949413720203	0.21952574730691743	0.24015849473275383
3028000	-4597.687650021962	-4520.276589412891	-77.41106060907167	-4520.276589412891	7.418260059729353	39.78504977186369	30.82807751652672	8.956972255336959	2	13	40	19	0	1.0	1.2149929659245318	0.3524847383251356	1.0	0.14424778895913343	1.3916598730876468	0.4037380297338775	0.497213155293696	0.00397355783003842	0.22753291199409095	6.8072735264566235	0.3362862638231267	0.20402949413720203	0.21952574730691743	0.24015849473275383
3029000	-4591.680972134794	-4523.8461185968235	-67.83485353797013	-4523.8461185968235	6.7736581352471665	37.7295432201696	28.839316375931467	8.890226844238128	1	12	40	19	0	1.0	1.2535493256598387	0.27065866165092634	1.0	0.051660703699136466	1.3953080148275896	0.30126632606599596	0.2392653532318374	0.0041569542437305046	0.22753291199409095	6.8072735264566235	0.3362862638231267	0.20402949413720203	0.21952574730691743	0.24015849473275383
3030000	-4600.830441587307	-4527.645506659833	-73.18493492747467	-4527.645506659833	6.827489773485661	38.386148263396954	27.984263524570466	10.401884738826489	1	12	40	19	0	1.0	1.162478371048951	0.43723210578321464	1.0	0.07609539169531056	1.4028172474949554	0.5276285171635287	0.20231644888894718	0.004896443047291377	0.28392282252265627	6.8072735264566235	0.3362862638231267	0.20402949413720203	0.21952574730691743	0.24015849473275383
3031000	-4592.120406146184	-4525.147531096271	-66.97287504991259	-4525.147531096271	6.685710710511714	37.52526177419563	27.5172800854026	10.007981688793016	0	11	40	19	0	1.0	1.1622447469018702	0.46846972625879335	1.0	0.07402863882116022	1.0722153496073767	0.43218128768488556	0.18366052653455603	0.004263463112483898	0.28392282252265627	6.8072735264566235	0.3362862638231267	0.20402949413720203	0.21952574730691743	0.24015849473275383
3032000	-4589.648128797292	-4525.002732909825	-64.64539588746713	-4525.002732909825	6.768320057499388	36.67487295091142	26.8793438409682	9.795529109943226	0	10	39	20	0	1.0	1.3093102008078976	0.45532670208206166	1.0	0.04613193138670826	1.065907424456117	0.3706807691583827	0.1326542196435941	0.004797157740852137	0.28392282252265627	6.8072735264566235	0.3362862638231267	0.20402949413720203	0.21952574730691743	0.24015849473275383
3033000	-4606.938211401653	-4530.122782285434	-76.8154291162183	-4530.122782285434	7.150446173205458	38.195809191691524	26.443238676304485	11.75257051538704	3	11	37	22	0	1.0	1.311051077859923	0.45593211079753637	1.0	0.046070675176273015	1.0644920610075412	0.370188561298939	0.1324780749527184	0.0043254438625721205	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3034000	-4593.181733425941	-4520.308297830815	-72.87343559512613	-4520.308297830815	7.052008520004046	37.888026073006756	27.849700744259472	10.038325328747277	2	12	39	20	0	1.0	1.311188481993713	0.6199279274612124	1.0	0.0901218291118895	1.0643805090746363	0.5032374918497137	0.19061361663708665	0.004288051280126935	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3035000	-4591.1526183248025	-4519.72389871178	-71.42871961302234	-4519.72389871178	6.955450282135044	38.59732660289437	30.070085083075302	8.527241519819068	0	12	41	18	0	1.0	1.552733591877601	0.6205641310567456	1.0	0.05843427624053078	1.0632893040355447	0.4249532607991412	0.14621029333619437	0.004733387749790778	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3036000	-4590.381228514136	-4519.939453395551	-70.44177511858443	-4519.939453395551	6.824893811137044	37.07635035941616	28.455855597992233	8.620494761423913	0	11	40	19	0	1.0	1.5539391118821604	0.6644281857963293	1.0	0.07677754336696484	1.761947522038161	0.7533677391762116	0.17956436843383308	0.004754311041897637	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3037000	-4597.210970248508	-4514.616549948557	-82.59442029995061	-4514.616549948557	6.830160350801178	38.87366653583895	27.712798138009695	11.160868397829258	3	13	39	20	0	1.0	1.2912336293028366	0.7114265041130294	1.0	0.08167267928259424	0.9495280730577683	0.5231581816354923	0.14823528428482022	0.00435741392192244	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3038000	-4599.4279159140115	-4517.900392182555	-81.52752373145609	-4517.900392182555	6.862627276083149	39.217467049299714	28.555843608903835	10.66162344039589	2	13	40	19	0	1.0	1.4769892885776919	0.7145462596468091	1.0	0.08131609104256005	1.2522564175474817	0.605823715985736	0.16808288314074296	0.004577577555102959	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3039000	-4600.499384074892	-4520.376999512615	-80.12238456227732	-4520.376999512615	6.795542789456808	39.07325314523145	26.765354345513796	12.307898799717654	1	11	39	20	0	1.0	1.4342578908901362	0.6938734215813913	1.0	0.017767932425942247	1.2895653752495067	0.6238732552636918	0.03672686760163091	0.004067718726042682	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3040000	-4589.5840063189335	-4521.951615014837	-67.63239130409634	-4521.951615014837	6.754286657854298	38.459642559916105	26.47780503032576	11.98183752959035	0	9	38	21	0	1.0	1.3000066863162643	0.7097828537739787	1.0	0.02604501771843988	0.5714210107440003	0.31198673051564413	0.04770289532801154	0.0041908908099938256	0.2347203123910446	6.522043420960589	0.3398005942598302	0.20397185631011674	0.21709366598189908	0.23913388344815392
3041000	-4600.652104716763	-4526.75848591754	-73.89361879922188	-4526.75848591754	6.787890144440693	39.22048397765544	28.722725994471173	10.497757983184254	0	9	38	21	0	1.0	1.4901120624539088	0.6860315391295633	1.0	0.09582690635676609	0.6592158397251304	0.3034958702370797	0.20814324258478528	0.004397314746854646	0.2032625059220526	5.887538774300705	0.34202761758137706	0.20613138413527846	0.20759810210616914	0.24424289617717532
3042000	-4593.3292525268125	-4528.673634156296	-64.65561837051598	-4528.673634156296	6.746282497299008	36.9065246185901	25.089943255130315	11.816581363459782	0	8	37	22	0	1.0	1.0356844004579384	0.6837656930376954	1.0	0.09614445522398056	1.0009651695687776	0.6608438271100383	0.14562782760221624	0.004069604450351137	0.2032625059220526	5.887538774300705	0.34202761758137706	0.20613138413527846	0.20759810210616914	0.24424289617717532
3043000	-4594.4412999128335	-4524.03760729052	-70.4036926223134	-4524.03760729052	6.7407431869838215	37.20232049546828	26.3265707315714	10.875749763896872	2	11	38	21	0	1.0	0.8425614489713357	0.3810168658407347	1.0	0.13876197742909166	0.9506159185444308	0.42988045363850064	0.3068512269313926	0.0048777526349329135	0.2032625059220526	5.887538774300705	0.34202761758137706	0.20613138413527846	0.20759810210616914	0.24424289617717532
3044000	-4586.563633342129	-4517.654931255465	-68.90870208666398	-4517.654931255465	6.699164675881328	38.30513941859657	29.308808231186646	8.996331187409922	1	11	39	20	0	1.0	1.5663926994199933	0.4595674042836822	1.0	0.033068163426454626	0.9509783426723813	0.27900963062057926	0.11270975550400873	0.0037978715514011517	0.2032625059220526	5.887538774300705	0.34202761758137706	0.20613138413527846	0.20759810210616914	0.24424289617717532
3045000	-4586.624571259844	-4518.849651796229	-67.77491946361478	-4518.849651796229	6.699009660493348	39.07883273144408	29.454569889299535	9.624262842144557	0	10	39	20	0	1.0	1.5595871393583858	0.3897540604224416	1.0	0.021781848221897746	1.0942364812997438	0.27345898211522535	0.08715929815204063	0.004404169513605932	0.24287709407861774	8.09929918567872	0.34202761758137706	0.20613138413527846	0.20759810210616914	0.24424289617717532
3046000	-4594.778684372034	-4520.8304980066405	-73.94818636539391	-4520.8304980066405	6.567759153124491	37.73803688061479	27.9639068891725	9.774129991442297	3	13	39	20	0	1.0	1.3168412557402203	0.34945061574366737	1.0	0.031382391102915526	1.0946427687558422	0.2904857270332547	0.11825884816413544	0.004718339516688568	0.24287709407861774	6.047804410438597	0.34202761758137706	0.20613138413527846	0.20759810210616914	0.24424289617717532
3047000	-4584.324687908826	-4519.739308453224	-64.5853794556019	-4519.739308453224	6.715980037793029	36.63829706529895	28.886492128461445	7.751804936837519	1	11	39	20	0	1.0	1.7423907778289784	0.28449194528480326	1.0	0.03900145104998135	1.0965561564408295	0.17904215175460408	0.2388671094480573	0.004527131040373175	0.24287709407861774	6.047804410438597	0.32682705143119384	0.1945762468773346	0.20759810210616914	0.27099859958530237
3048000	-4588.592070014394	-4521.218430113763	-67.37363990063126	-4521.218430113763	6.8056488501915835	37.33659354792118	28.133050028053795	9.203543519867365	1	11	39	20	0	1.0	1.070261534296607	0.5342278782120167	1.0	0.009047715055328224	1.0353423157889015	0.5167977273429082	0.018126012871891122	0.004519958700093388	0.24287709407861774	6.047804410438597	0.32682705143119384	0.20553479124634125	0.1966395577371625	0.27099859958530237
3049000	-4590.8466638842565	-4524.604975449416	-66.24168843484085	-4524.604975449416	6.830089100778736	38.85182532895775	29.483826038395392	9.367999290562363	0	10	39	20	0	1.0	1.2722509948128653	0.3802253848457137	1.0	0.02589917711707701	1.027599432188273	0.3071087318178861	0.08665979486195073	0.004553641668499425	0.25901561469411793	6.047804410438597	0.32682705143119384	0.20553479124634125	0.1966395577371625	0.27099859958530237
3050000	-4591.3611099229365	-4521.866647265142	-69.49446265779471	-4521.866647265142	6.816057981938373	38.72056535782453	28.254774903271155	10.465790454553384	1	10	38	21	0	1.0	1.277217548457505	0.2839474855142459	1.0	0.07094668336090452	1.4115520505714678	0.31381236181439875	0.3191236183313873	0.004419697474346842	0.25901561469411793	6.431951223387182	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3051000	-4596.435881252978	-4528.546054282447	-67.88982697053116	-4528.546054282447	6.813052775275807	38.23241742239755	30.440907392872937	7.791510029524625	2	12	39	20	0	1.0	2.2237018479027606	0.2838897452103101	1.0	0.07096111319900054	1.4118391459871933	0.18024298347831963	0.5558367683656781	0.004247850253103128	0.25901561469411793	6.431951223387182	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3052000	-4592.302183665262	-4527.836703180932	-64.46548048433061	-4527.836703180932	7.643259494073599	40.18776110451214	32.81374007640031	7.374021028111833	2	12	39	20	0	1.0	1.6477587181910318	0.23588232334912976	1.0	0.10236999384942225	1.452259140007709	0.20789588686024646	0.7151067848220349	0.004254530238809303	0.25901561469411793	6.431951223387182	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3053000	-4596.680900493617	-4523.8717065281035	-72.8091939655128	-4523.8717065281035	7.034291607287268	40.33868138013673	31.98072036115356	8.357961018983161	1	13	41	18	0	1.0	1.6378276773543463	0.21064925912674565	1.0	0.016715205349331484	1.4610649777794604	0.1879149188652351	0.12996307733189927	0.004078895633086173	0.25901561469411793	6.431951223387182	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3054000	-4597.4292805470905	-4527.112228442282	-70.3170521048088	-4527.112228442282	7.092985206486827	39.67813559621986	30.18447676590346	9.493658830316399	3	12	38	21	0	1.0	1.856542220934375	0.21925041444307283	1.0	0.040653323902661236	1.3267312407426641	0.1566817986186179	0.34423931392935986	0.00424178229474828	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3055000	-4599.053930442949	-4524.040099070985	-75.01383137196486	-4524.040099070985	7.2038163906849775	41.11967107805261	31.078605085528093	10.041065992524516	2	10	37	22	0	1.0	1.868937195687716	0.22071421274565806	1.0	0.02395968820301323	0.5382987509415643	0.06357098853304144	0.2028829585673001	0.0043924188571346865	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3056000	-4598.601310026914	-4517.491700241178	-81.10960978573588	-4517.491700241178	7.330511812300058	42.24337177246101	33.52985973549907	8.713512036961932	4	13	38	21	0	1.0	2.072340216733105	0.2793556125655048	1.0	0.10998070040854313	1.332521487610116	0.17962656586129608	0.8158684424772589	0.004179830230987511	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3057000	-4604.071742325925	-4523.417248659114	-80.65449366681064	-4523.417248659114	7.014681129341918	40.578318522458254	30.57645090077125	10.001867621687007	5	12	36	23	0	1.0	2.065079088868327	0.33030310899993653	1.0	0.2042283522005752	0.6911016067050593	0.11053959655105856	1.27685052908032	0.0044940369349042286	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3058000	-4606.645941157206	-4524.560436917	-82.08550424020622	-4524.560436917	7.154263371539992	39.86194211272047	29.516305066241202	10.345637046479286	9	14	34	25	0	1.0	2.014311650912675	0.2260248618236902	1.0	0.29635005700828054	2.2061476276594356	0.24755067691657967	2.6410429709544814	0.004335363459790142	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3059000	-4603.728788524248	-4531.13727270789	-72.59151581635805	-4531.13727270789	7.701054699501993	40.87473480617325	34.62909810350497	6.245636702668274	5	14	38	21	0	1.0	2.0046768234606	0.18124885330582471	1.0	0.2886943682776728	1.8307864014831041	0.16552689791858194	3.1930624585708816	0.00446258187460201	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
3060000	-4587.06303106843	-4521.532637086161	-65.53039398226878	-4521.532637086161	7.1581261483268115	38.80538016296855	32.12508960435338	6.680290558615165	3	12	38	21	0	1.0	2.008417879562886	0.19729743354932613	1.0	0.21125077270745982	1.8134396963418167	0.17814370287451275	2.1504579220543376	0.0046149595351856814	0.33516606540522903	8.654255049836983	0.32062725944931514	0.20328542619932788	0.21197613335379747	0.26411118099755965
